#校對至U+2E34B

2CEB0	𬺰	jn
2DCDB	𭳛	evnx
2DCDC	𭳜	egde
2DCDD	𭳝	esjf
2DCDE	𭳞	ejak
2DCDF	𭳟	ekuf
2DCE0	𭳠	ewlf
2DCE1	𭳡	etwn
2DCE2	𭳢	ehxc
2DCE3	𭳣	ehed
2DCE4	𭳤	eooi
2DCE4	𭳤	eook
2DCE4	𭳤	eooo
2DCE5	𭳥	ehrc
2DCE6	𭳦	etgf
2DCE7	𭳧	eywm
2DCE8	𭳨	etle
2DCE9	𭳩	eyhp
2DCEA	𭳪	ejtd
2DCEB	𭳫	etgq
2DCEC	𭳬	edfe
2DCED	𭳭	etei
2DCEE	𭳮	eooe
2DCEF	𭳯	eyxf
2DCF0	𭳰	etbi
2DCF1	𭳱	emwe
2DCF2	𭳲	etap
2DCF3	𭳳	effn
2DCF3	𭳳	effu
2DCF4	𭳴	ebch
2DCF5	𭳵	ethf
2DCF6	𭳶	ehmb
2DCF7	𭳷	etvm
2DCF8	𭳸	ewwk
2DCF9	𭳹	eyvi
2DCFA	𭳺	embp
2DCFB	𭳻	etgf
2DCFC	𭳼	emtg
2DCFD	𭳽	eanq
2DCFE	𭳾	ogoge
2DCFF	𭳿	fu
2DD00	𭴀	mnf
2DD01	𭴁	pf
2DD02	𭴂	fpn
2DD02	𭴂	fps
2DD03	𭴃	mf
2DD04	𭴄	fhni
2DD05	𭴅	fhe
2DD06	𭴆	yve
2DD07	𭴇	vf
2DD08	𭴈	fmmi
2DD09	𭴉	mmif
2DD0A	𭴊	fmku
2DD0B	𭴋	af
2DD0C	𭴌	fa
2DD0D	𭴍	fokn
2DD0E	𭴎	fhqu
2DD0F	𭴏	fsk
2DD10	𭴐	fso
2DD11	𭴑	dcc
2DD12	𭴒	frms
2DD13	𭴓	fhqo
2DD14	𭴔	prf
2DD15	𭴕	nlf
2DD16	𭴖	krf
2DD17	𭴗	fdhe
2DD18	𭴘	lmf
2DD19	𭴙	yrf
2DD1A	𭴚	nmsf
2DD1B	𭴛	fpa
2DD1C	𭴜	fwk
2DD1D	𭴝	nqf
2DD1E	𭴞	fohg
2DD1E	𭴞	fomg
2DD1F	𭴟	fjmd
2DD20	𭴠	jvvf
2DD21	𭴡	fhjj
2DD21	𭴡	ftt
2DD22	𭴢	ycf
2DD23	𭴣	jvf
2DD24	𭴤	fyiu
2DD25	𭴥	fnkm
2DD26	𭴦	fgil
2DD27	𭴧	fmrt
2DD28	𭴨	fjru
2DD29	𭴩	gcf
2DD2A	𭴪	mhf
2DD2B	𭴫	auf
2DD2C	𭴬	wgf
2DD2D	𭴭	fyws
2DD2E	𭴮	bndf
2DD2F	𭴯	omdf
2DD30	𭴰	fif
2DD30	𭴰	fmf
2DD31	𭴱	fehe
2DD32	𭴲	fefh
2DD33	𭴳	flsa
2DD34	𭴴	fsql
2DD35	𭴵	fsme
2DD36	𭴶	fniw
2DD37	𭴷	lapf
2DD38	𭴸	sef
2DD39	𭴹	ftf
2DD3A	𭴺	mof
2DD3B	𭴻	fsje
2DD3C	𭴼	fqmb
2DD3D	𭴽	faf
2DD3E	𭴾	nttf
2DD3F	𭴿	otf
2DD40	𭵀	buf
2DD41	𭵁	fbau
2DD42	𭵂	fbhg
2DD42	𭵂	fbmg
2DD43	𭵃	fbik
2DD44	𭵄	omsf
2DD45	𭵅	fhsb
2DD45	𭵅	fisb
2DD45	𭵅	fmsb
2DD46	𭵆	erf
2DD47	𭵇	puf
2DD48	𭵈	nsf
2DD49	𭵉	jsf
2DD4A	𭵊	fkbl
2DD4B	𭵋	ftyt
2DD4C	𭵌	trf
2DD4D	𭵍	fylw
2DD4E	𭵎	fbcn
2DD4F	𭵏	ffrg
2DD50	𭵐	ycf
2DD51	𭵑	fami
2DD52	𭵒	fatc
2DD53	𭵓	frsj
2DD54	𭵔	fhke
2DD55	𭵕	fhxe
2DD56	𭵖	fpom
2DD57	𭵗	fhon
2DD58	𭵘	foie
2DD59	𭵙	ombnf
2DD59	𭵙	ombvf
2DD5A	𭵚	fhsb
2DD5A	𭵚	fisb
2DD5A	𭵚	fmsb
2DD5B	𭵛	pgf
2DD5C	𭵜	ywgf
2DD5D	𭵝	tvif
2DD5E	𭵞	ffbm
2DD5F	𭵟	firp
2DD60	𭵠	tef
2DD61	𭵡	fnnc
2DD62	𭵢	sff
2DD63	𭵣	dgf
2DD64	𭵤	fmre
2DD65	𭵥	fthb
2DD65	𭵥	ftmb
2DD66	𭵦	ddbf
2DD67	𭵧	smf
2DD68	𭵨	ftlq
2DD69	𭵩	fhuk
2DD6A	𭵪	fhhi
2DD6B	𭵫	nfdl
2DD6C	𭵬	fing
2DD6D	𭵭	fthm
2DD6D	𭵭	ftqm
2DD6E	𭵮	yuf
2DD6F	𭵯	fruf
2DD6F	𭵯	fsuf
2DD70	𭵰	fvvu
2DD71	𭵱	dbef
2DD72	𭵲	fvmi
2DD73	𭵳	srf
2DD74	𭵴	gif
2DD74	𭵴	gkf
2DD75	𭵵	fist
2DD76	𭵶	fgsk
2DD76	𭵶	fqsk
2DD77	𭵷	fwf
2DD78	𭵸	ftpb
2DD79	𭵹	fabs
2DD7A	𭵺	eef
2DD7B	𭵻	fsfi
2DD7C	𭵼	pgf
2DD7D	𭵽	fjaf
2DD7E	𭵾	dff
2DD7F	𭵿	fjjb
2DD80	𭶀	fmbi
2DD81	𭶁	fjmp
2DD81	𭶁	fjvp
2DD82	𭶂	ftmq
2DD83	𭶃	rvf
2DD84	𭶄	ftkt
2DD85	𭶅	ftco
2DD86	𭶆	fnao
2DD87	𭶇	fhkd
2DD87	𭶇	fikd
2DD87	𭶇	fmkd
2DD88	𭶈	yjff
2DD89	𭶉	eef
2DD8A	𭶊	gnf
2DD8B	𭶋	ffjph
2DD8C	𭶌	musuf
2DD8D	𭶍	tkf
2DD8E	𭶎	ftav
2DD8F	𭶏	fybb
2DD90	𭶐	avf
2DD91	𭶑	wrf
2DD92	𭶒	fiod
2DD93	𭶓	hkf
2DD94	𭶔	famk
2DD94	𭶔	fhgk
2DD94	𭶔	fhmk
2DD94	𭶔	hagk
2DD95	𭶕	ksf
2DD96	𭶖	fomp
2DD97	𭶗	mgf
2DD98	𭶘	fyuc
2DD99	𭶙	ffbw
2DD9A	𭶚	dlf
2DD9B	𭶛	fnbe
2DD9C	𭶜	hvf
2DD9D	𭶝	nof
2DD9E	𭶞	jacf
2DD9F	𭶟	ybff
2DDA0	𭶠	ogf
2DDA1	𭶡	nnf
2DDA2	𭶢	tgif
2DDA2	𭶢	tgkf
2DDA3	𭶣	fhcn
2DDA4	𭶤	fyag
2DDA5	𭶥	yfff
2DDA6	𭶦	fywv
2DDA7	𭶧	thjf
2DDA7	𭶧	tijf
2DDA7	𭶧	tmjf
2DDA8	𭶨	ftyt
2DDA9	𭶩	ftqr
2DDAA	𭶪	bbmm
2DDAB	𭶫	howl
2DDAC	𭶬	bgy
2DDAD	𭶭	bmgb
2DDAE	𭶮	bhso
2DDAF	𭶯	bvii
2DDB0	𭶰	bbuv
2DDB1	𭶱	hoaph
2DDB2	𭶲	hohwj
2DDB3	𭶳	hbhlo
2DDB3	𭶳	ibhlo
2DDB3	𭶳	mbhlo
2DDB4	𭶴	bubm
2DDB5	𭶵	spbme
2DDB6	𭶶	mfhlo
2DDB7	𭶷	bmyiu
2DDB8	𭶸	mhdo
2DDB9	𭶹	hotoe
2DDBA	𭶺	cky
2DDBB	𭶻	ckr
2DDBC	𭶼	ckjwj
2DDBD	𭶽	cntcg
2DDBE	𭶾	vmjk
2DDBF	𭶿	vmyv
2DDC0	𭷀	vmqo
2DDC1	𭷁	vmok
2DDC2	𭷂	vmih
2DDC3	𭷃	vmjr
2DDC4	𭷄	vmtc
2DDC5	𭷅	vmgdi
2DDC6	𭷆	vmsme
2DDC7	𭷇	vmytp
2DDC8	𭷈	vmgni
2DDC9	𭷉	lld
2DDCA	𭷊	lloii
2DDCA	𭷊	lloml
2DDCB	𭷋	llrvp
2DDCC	𭷌	llolw
2DDCD	𭷍	willl
2DDCE	𭷎	llhii
2DDCF	𭷏	mhyk
2DDD0	𭷐	mhrms
2DDD1	𭷑	mhyck
2DDD2	𭷒	mhoii
2DDD3	𭷓	hqu
2DDD4	𭷔	shhq
2DDD5	𭷕	ckhq
2DDD6	𭷖	hqpi
2DDD7	𭷗	hqhg
2DDD7	𭷗	hqmg
2DDD8	𭷘	vehq
2DDD9	𭷙	hqihu
2DDDA	𭷚	hqbm
2DDDB	𭷛	hqha
2DDDC	𭷜	hqniy
2DDDD	𭷝	hqpru
2DDDE	𭷞	hqhbt
2DDDF	𭷟	hqheq
2DDE0	𭷠	ghhq
2DDE1	𭷡	hqjhq
2DDE2	𭷢	iqjr
2DDE3	𭷣	gibhq
2DDE4	𭷤	gvvq
2DDE5	𭷥	mkhq
2DDE6	𭷦	hqkjt
2DDE7	𭷧	hkhq
2DDE8	𭷨	hqcip
2DDE9	𭷩	hqjph
2DDEA	𭷪	iqomr
2DDEB	𭷫	hqsmr
2DDEC	𭷬	iqgr
2DDED	𭷭	hqjka
2DDEE	𭷮	gehq
2DDEF	𭷯	hkmhq
2DDF0	𭷰	hqjii
2DDF1	𭷱	hqtak
2DDF2	𭷲	iqihr
2DDF3	𭷳	nkmhq
2DDF4	𭷴	hqank
2DDF5	𭷵	hephq
2DDF6	𭷶	wwwq
2DDF7	𭷷	hqwlg
2DDF8	𭷸	khmn
2DDF9	𭷹	khjk
2DDFA	𭷺	khymu
2DDFB	𭷻	khbhn
2DDFC	𭷼	kholl
2DDFD	𭷽	khhq
2DDFE	𭷾	khyj
2DDFF	𭷿	iksmr
2DE00	𭸀	khih
2DE01	𭸁	llik
2DE02	𭸂	khuni
2DE03	𭸃	khyk
2DE04	𭸄	khmbl
2DE05	𭸅	khrr
2DE06	𭸆	khobo
2DE07	𭸇	khjnd
2DE08	𭸈	khyhv
2DE09	𭸉	khiqo
2DE0A	𭸊	khmoo
2DE0B	𭸋	dlik
2DE0C	𭸌	khqme
2DE0D	𭸍	khlau
2DE0E	𭸎	khhap
2DE0F	𭸏	khbmb
2DE10	𭸐	khsql
2DE11	𭸑	khsip
2DE11	𭸑	khskp
2DE11	𭸑	khsop
2DE12	𭸒	kdbt
2DE13	𭸓	khdd
2DE14	𭸔	khmkh
2DE15	𭸕	khyok
2DE16	𭸖	khvvw
2DE17	𭸗	khptd
2DE18	𭸘	khtmd
2DE19	𭸙	khtih
2DE1A	𭸚	khatc
2DE1B	𭸛	khabu
2DE1C	𭸜	khbso
2DE1D	𭸝	khomk
2DE1E	𭸞	khhje
2DE1F	𭸟	khytr
2DE20	𭸠	khnkq
2DE21	𭸡	khkaf
2DE22	𭸢	khstr
2DE23	𭸣	mbik
2DE24	𭸤	khliu
2DE25	𭸥	khfhf
2DE26	𭸦	khfqt
2DE27	𭸧	khchd
2DE28	𭸨	khtcl
2DE29	𭸩	khgov
2DE2A	𭸪	tbik
2DE2B	𭸫	hkhmr
2DE2C	𭸬	khhoe
2DE2D	𭸭	khwla
2DE2E	𭸮	mbik
2DE2F	𭸯	khuhf
2DE30	𭸰	khwlp
2DE31	𭸱	khwlf
2DE32	𭸲	khjad
2DE33	𭸳	khthf
2DE34	𭸴	khbce
2DE35	𭸵	mgsh
2DE36	𭸶	mghqu
2DE37	𭸷	mgje
2DE38	𭸸	mghe
2DE38	𭸸	mgme
2DE39	𭸹	mgomm
2DE3A	𭸺	mghk
2DE3B	𭸻	mghvp
2DE3C	𭸼	fbmgi
2DE3D	𭸽	momg
2DE3E	𭸾	mgss
2DE3F	𭸿	mgih
2DE40	𭹀	mgof
2DE41	𭹁	mghpm
2DE41	𭹁	mghvi
2DE42	𭹂	mgjp
2DE43	𭹃	mgwyi
2DE44	𭹄	mgmbl
2DE45	𭹅	mgjmd
2DE46	𭹆	mgohg
2DE46	𭹆	mgomg
2DE47	𭹇	mgheq
2DE48	𭹈	mgfk
2DE49	𭹉	mghx
2DE4A	𭹊	homin
2DE4B	𭹋	mgjhp
2DE4C	𭹌	mggil
2DE4D	𭹍	mgglc
2DE4E	𭹎	komgi
2DE4F	𭹏	mghfd
2DE50	𭹐	mgokr
2DE51	𭹑	mgbdi
2DE52	𭹒	mgnor
2DE53	𭹓	mgeyk
2DE54	𭹔	mgsme
2DE55	𭹕	mgaa
2DE56	𭹖	ormg
2DE57	𭹗	mgfw
2DE58	𭹘	mgbfd
2DE59	𭹙	mgqmv
2DE5A	𭹚	mgmng
2DE5B	𭹛	mgtys
2DE5C	𭹜	mgwln
2DE5D	𭹝	mgbmi
2DE5D	𭹝	mgbti
2DE5E	𭹞	mgokg
2DE5F	𭹟	mgpou
2DE60	𭹠	mgbmg
2DE61	𭹡	mgykf
2DE62	𭹢	mgede
2DE63	𭹣	mgbmo
2DE64	𭹤	mgtlj
2DE65	𭹥	mgmhn
2DE66	𭹦	mgypm
2DE67	𭹧	mguhr
2DE68	𭹨	mgapv
2DE69	𭹩	mghrg
2DE6A	𭹪	mgyos
2DE6B	𭹫	mgmbc
2DE6C	𭹬	teug
2DE6D	𭹭	mgwce
2DE6E	𭹮	mgifr
2DE6E	𭹮	mgmfr
2DE6F	𭹯	jkhng
2DE70	𭹰	mgypn
2DE71	𭹱	mgyhr
2DE72	𭹲	mglll
2DE73	𭹳	mghnd
2DE74	𭹴	mgtge
2DE75	𭹵	mgnod
2DE76	𭹶	mggrr
2DE77	𭹷	mgmsd
2DE78	𭹸	mgjcm
2DE79	𭹹	mgjwv
2DE7A	𭹺	mgank
2DE7B	𭹻	mghwo
2DE7C	𭹼	mgtwi
2DE7D	𭹽	mgjcf
2DE7E	𭹾	mgycg
2DE7F	𭹿	mgfwf
2DE80	𭺀	mgmbu
2DE81	𭺁	mgtdq
2DE82	𭺂	mgrbr
2DE83	𭺃	mgtrj
2DE84	𭺄	mgaws
2DE85	𭺅	mgnbq
2DE86	𭺆	mgbbe
2DE87	𭺇	mghnp
2DE88	𭺈	mgomf
2DE89	𭺉	mghok
2DE8A	𭺊	mghne
2DE8B	𭺋	mgjpi
2DE8C	𭺌	mgdec
2DE8D	𭺍	mgwfk
2DE8E	𭺎	mghon
2DE8F	𭺏	jhbi
2DE90	𭺐	mgykc
2DE91	𭺑	mgmbg
2DE92	𭺒	mgbvd
2DE93	𭺓	mgiop
2DE94	𭺔	mgaau
2DE94	𭺔	mgauu
2DE95	𭺕	mgbuu
2DE95	𭺕	mumgu
2DE96	𭺖	mgtye
2DE97	𭺗	hoau
2DE98	𭺘	hoike
2DE98	𭺘	hoikk
2DE99	𭺙	wmhvo
2DE9A	𭺚	hoybb
2DE9B	𭺛	mny
2DE9C	𭺜	mknu
2DE9D	𭺝	mnoll
2DE9E	𭺞	mngr
2DE9F	𭺟	mnlmi
2DEA0	𭺠	numvn
2DEA1	𭺡	ykmvn
2DEA2	𭺢	mnnib
2DEA3	𭺣	mnyoj
2DEA4	𭺤	utmvn
2DEA5	𭺥	mnypo
2DEA6	𭺦	ylmvn
2DEA7	𭺧	tvmvn
2DEA8	𭺨	namvn
2DEA9	𭺩	bvmvn
2DEAA	𭺪	mllm
2DEAB	𭺫	jlmm
2DEAB	𭺫	jp
2DEAC	𭺬	tmpa
2DEAD	𭺭	tmbtq
2DEAE	𭺮	fbrvm
2DEAF	𭺯	tmycn
2DEB0	𭺰	hetm
2DEB1	𭺱	uhqm
2DEB2	𭺲	rhqm
2DEB3	𭺳	hmkni
2DEB3	𭺳	hmknk
2DEB4	𭺴	hmyt
2DEB5	𭺵	hmmlk
2DEB6	𭺶	tvhqm
2DEB7	𭺷	hmomo
2DEB8	𭺸	sbq
2DEB9	𭺹	nbnhs
2DEBA	𭺺	tmbq
2DEBB	𭺻	nbkd
2DEBC	𭺼	ibibi
2DEBD	𭺽	lwnh
2DEBE	𭺾	wjt
2DEBF	𭺿	wke
2DEC0	𭻀	wi
2DEC1	𭻁	wje
2DEC2	𭻂	fhw
2DEC3	𭻃	wcsh
2DEC4	𭻄	lllbu
2DEC5	𭻅	we
2DEC6	𭻆	wau
2DEC7	𭻇	wjr
2DEC8	𭻈	giwl
2DEC9	𭻉	orw
2DECA	𭻊	whso
2DECB	𭻋	smlwh
2DECC	𭻌	mww
2DECD	𭻍	mcw
2DECE	𭻎	wlmnn
2DECF	𭻏	mpw
2DED0	𭻐	wnsd
2DED1	𭻑	mmew
2DED2	𭻒	wike
2DED3	𭻓	avw
2DED4	𭻔	wdt
2DED5	𭻕	wwg
2DED6	𭻖	whvf
2DED7	𭻗	wcor
2DED8	𭻘	wcnh
2DED9	𭻙	ygwks
2DEDA	𭻚	wspru
2DEDB	𭻛	qmwl
2DEDC	𭻜	wdd
2DEDD	𭻝	wlab
2DEDE	𭻞	wff
2DEDF	𭻟	wsklg
2DEE0	𭻠	wjpd
2DEE1	𭻡	wlhg
2DEE2	𭻢	mwsmr
2DEE3	𭻣	hwy
2DEE4	𭻤	wssql
2DEE5	𭻥	wtcp
2DEE6	𭻦	rwpp
2DEE7	𭻧	mwijb
2DEE8	𭻨	mwmf
2DEE9	𭻩	mwfm
2DEEA	𭻪	wjpr
2DEEB	𭻫	hwhe
2DEEB	𭻫	hwme
2DEEC	𭻬	hwnhe
2DEED	𭻭	lew
2DEEE	𭻮	wsjir
2DEEF	𭻯	owmf
2DEF0	𭻰	woom
2DEF1	𭻱	whdw
2DEF2	𭻲	wpsjl
2DEF3	𭻳	wtgi
2DEF4	𭻴	mwff
2DEF5	𭻵	wrrm
2DEF6	𭻶	wate
2DEF7	𭻷	hwbhx
2DEF8	𭻸	wwwm
2DEF9	𭻹	wwjw
2DEFA	𭻺	fwjbc
2DEFA	𭻺	fwpbc
2DEFB	𭻻	hwghi
2DEFC	𭻼	wwykn
2DEFD	𭻽	wptvd
2DEFE	𭻾	onyo
2DEFF	𭻿	jwyo
2DF00	𭼀	nmdhe
2DF01	𭼁	mrnyo
2DF02	𭼂	omwo
2DF03	𭼃	yksno
2DF04	𭼄	nmomn
2DF04	𭼄	nmomv
2DF05	𭼅	yktyo
2DF06	𭼆	kmg
2DF07	𭼇	kop
2DF08	𭼈	kha
2DF09	𭼉	kniu
2DF0A	𭼊	ktc
2DF0B	𭼋	khgc
2DF0C	𭼌	kol
2DF0D	𭼍	kvvd
2DF0E	𭼎	kfbs
2DF0F	𭼏	kmmv
2DF10	𭼐	kwd
2DF11	𭼑	komc
2DF12	𭼒	koir
2DF13	𭼓	kqmb
2DF14	𭼔	kjbm
2DF14	𭼔	kjuv
2DF15	𭼕	kysk
2DF16	𭼖	kea
2DF17	𭼗	kmwg
2DF18	𭼘	kohu
2DF19	𭼙	kpkp
2DF1A	𭼚	kpnp
2DF1B	𭼛	kkhi
2DF1C	𭼜	khdt
2DF1D	𭼝	kytr
2DF1E	𭼞	ktgp
2DF1F	𭼟	kstr
2DF20	𭼠	kmbm
2DF20	𭼠	kmbs
2DF21	𭼡	kawe
2DF22	𭼢	kllp
2DF23	𭼣	kyhj
2DF24	𭼤	klde
2DF25	𭼥	keii
2DF26	𭼦	knoi
2DF27	𭼧	kvis
2DF28	𭼨	kmni
2DF29	𭼩	kabk
2DF2A	𭼪	kabi
2DF2B	𭼫	kogd
2DF2C	𭼬	knbe
2DF2D	𭼭	knli
2DF2E	𭼮	kbuf
2DF2F	𭼯	kokg
2DF30	𭼰	kmdm
2DF31	𭼱	kmfi
2DF32	𭼲	kypg
2DF33	𭼳	kotq
2DF34	𭼴	kesb
2DF35	𭼵	kmbe
2DF36	𭼶	kakg
2DF37	𭼷	keym
2DF38	𭼸	ktci
2DF38	𭼸	ktoi
2DF39	𭼹	kbcn
2DF3A	𭼺	kvuc
2DF3B	𭼻	kbcg
2DF3C	𭼼	khok
2DF3D	𭼽	hkc
2DF3E	𭼾	hymk
2DF3F	𭼿	noa
2DF40	𭽀	nofd
2DF41	𭽁	hymrt
2DF42	𭽂	hyysk
2DF43	𭽃	nomrk
2DF44	𭽄	nomru
2DF45	𭽅	nonii
2DF46	𭽆	hamn
2DF47	𭽇	hasu
2DF48	𭽈	malm
2DF49	𭽉	hahp
2DF4A	𭽊	haru
2DF4B	𭽋	hammu
2DF4C	𭽌	halll
2DF4D	𭽍	hayhs
2DF4E	𭽎	maht
2DF4F	𭽏	hamfj
2DF50	𭽐	hakm
2DF51	𭽑	harms
2DF52	𭽒	haal
2DF53	𭽓	hahti
2DF54	𭽔	hakf
2DF55	𭽕	hapa
2DF56	𭽖	hahho
2DF56	𭽖	haoho
2DF57	𭽗	hatq
2DF58	𭽘	hamlp
2DF59	𭽙	hajtu
2DF5A	𭽚	hgiku
2DF5B	𭽛	haaph
2DF5C	𭽜	halmy
2DF5D	𭽝	mawd
2DF5E	𭽞	rkha
2DF5F	𭽟	haehr
2DF60	𭽠	hagsk
2DF60	𭽠	haqsk
2DF61	𭽡	hghag
2DF62	𭽢	hayed
2DF63	𭽣	dehvi
2DF63	𭽣	dehvm
2DF64	𭽤	deopd
2DF65	𭽥	detc
2DF66	𭽦	cudhe
2DF67	𭽧	dehgu
2DF68	𭽨	deoq
2DF69	𭽩	denmu
2DF6A	𭽪	ssdhe
2DF6B	𭽫	deice
2DF6C	𭽬	tbdhe
2DF6D	𭽭	deyfe
2DF6E	𭽮	debau
2DF6F	𭽯	gjdhe
2DF70	𭽰	dehjg
2DF71	𭽱	dehhw
2DF72	𭽲	depup
2DF73	𭽳	deibp
2DF74	𭽴	qcdhe
2DF75	𭽵	ubdhe
2DF76	𭽶	thrje
2DF77	𭽷	ytdhe
2DF78	𭽸	gehey
2DF79	𭽹	mbdhe
2DF7A	𭽺	sjdhe
2DF7B	𭽻	midhe
2DF7C	𭽼	obbt
2DF7D	𭽽	hebt
2DF7E	𭽾	habt
2DF7F	𭽿	krbt
2DF80	𭾀	jpbt
2DF81	𭾁	avbt
2DF82	𭾂	tobt
2DF83	𭾃	qrbt
2DF84	𭾄	qrbt
2DF85	𭾅	jnut
2DF86	𭾆	lhbt
2DF87	𭾇	qabt
2DF88	𭾈	gobt
2DF89	𭾉	lwcct
2DF8A	𭾊	lwbt
2DF8B	𭾋	lmbt
2DF8C	𭾌	grbt
2DF8D	𭾍	onfdt
2DF8E	𭾎	vkbt
2DF8F	𭾏	lrbt
2DF90	𭾐	mhwbt
2DF91	𭾑	srbt
2DF92	𭾒	bvbt
2DF93	𭾓	ctapv
2DF93	𭾓	ttapv
2DF94	𭾔	eebt
2DF95	𭾕	bdbt
2DF96	𭾖	gttwt
2DF97	𭾗	buj
2DF98	𭾘	buc
2DF99	𭾙	bunn
2DF9A	𭾚	buk
2DF9B	𭾛	ybuh
2DF9C	𭾜	hjbu
2DF9D	𭾝	bund
2DF9E	𭾞	butt
2DF9F	𭾟	bumf
2DFA0	𭾠	butt
2DFA1	𭾡	bumvv
2DFA2	𭾢	buok
2DFA3	𭾣	buino
2DFA4	𭾤	bussm
2DFA5	𭾥	busk
2DFA6	𭾦	buii
2DFA7	𭾧	butm
2DFA8	𭾨	bumnr
2DFA9	𭾩	hkbu
2DFAA	𭾪	wlvhv
2DFAB	𭾫	bulwp
2DFAC	𭾬	wloi
2DFAD	𭾭	hukn
2DFAE	𭾮	buoq
2DFAF	𭾯	bunmu
2DFB0	𭾰	buyvv
2DFB1	𭾱	wlyhv
2DFB2	𭾲	busmm
2DFB3	𭾳	buqky
2DFB4	𭾴	ymahu
2DFB5	𭾵	buhgr
2DFB5	𭾵	buhqr
2DFB6	𭾶	bujcn
2DFB7	𭾷	bujio
2DFB8	𭾸	bunib
2DFB9	𭾹	mkbu
2DFBA	𭾺	buqyt
2DFBB	𭾻	buad
2DFBC	𭾼	buomr
2DFBD	𭾽	bolmu
2DFBE	𭾾	buhsl
2DFBE	𭾾	bumsl
2DFBF	𭾿	buiqo
2DFC0	𭿀	ivbu
2DFC1	𭿁	bueee
2DFC2	𭿂	buili
2DFC3	𭿃	tbbu
2DFC4	𭿄	butmv
2DFC5	𭿅	buqkk
2DFC6	𭿆	butvu
2DFC7	𭿇	buuli
2DFC8	𭿈	bupyr
2DFC9	𭿉	buhov
2DFCA	𭿊	huyg
2DFCB	𭿋	humnr
2DFCC	𭿌	pfebu
2DFCD	𭿍	buhjg
2DFCE	𭿎	bufdk
2DFCF	𭿏	buyrn
2DFCF	𭿏	buyru
2DFD0	𭿐	sebu
2DFD1	𭿑	buwjt
2DFD2	𭿒	bucj
2DFD3	𭿓	hwgtq
2DFD4	𭿔	butgf
2DFD5	𭿕	butwa
2DFD6	𭿖	bummf
2DFD7	𭿗	bukt
2DFD8	𭿘	butmm
2DFD9	𭿙	buhuh
2DFDA	𭿚	buhkr
2DFDA	𭿚	buikr
2DFDA	𭿚	bumkr
2DFDB	𭿛	buhsb
2DFDB	𭿛	buisb
2DFDB	𭿛	bumsb
2DFDC	𭿜	bujbc
2DFDD	𭿝	buamg
2DFDE	𭿞	burrj
2DFDF	𭿟	buhaj
2DFE0	𭿠	huumr
2DFE1	𭿡	huhsl
2DFE1	𭿡	humsl
2DFE2	𭿢	bugte
2DFE3	𭿣	butbm
2DFE4	𭿤	budoe
2DFE4	𭿤	bujoe
2DFE5	𭿥	bujtq
2DFE6	𭿦	buaja
2DFE7	𭿧	huyrn
2DFE7	𭿧	huyru
2DFE8	𭿨	buyto
2DFE9	𭿩	gehmu
2DFEA	𭿪	buoye
2DFEB	𭿫	butgt
2DFEC	𭿬	bujac
2DFED	𭿭	buyro
2DFEE	𭿮	bulpc
2DFEF	𭿯	buywv
2DFF0	𭿰	autwd
2DFF1	𭿱	burpf
2DFF2	𭿲	gebu
2DFF3	𭿳	buwlg
2DFF4	𭿴	budii
2DFF5	𭿵	snnh
2DFF6	𭿶	ninnh
2DFF7	𭿷	nhbr
2DFF8	𭿸	nhdm
2DFF9	𭿹	dhomr
2DFFA	𭿺	nhihq
2DFFB	𭿻	nhfbc
2DFFC	𭿼	nhhaf
2DFFD	𭿽	okmn
2DFFE	𭿾	okhv
2DFFF	𭿿	fok
2E000	𮀀	okbm
2E001	𮀁	oksll
2E002	𮀂	okmam
2E002	𮀂	okmbm
2E003	𮀃	okmpm
2E004	𮀄	oknlr
2E005	𮀅	okumb
2E006	𮀆	oktlg
2E007	𮀇	dqok
2E008	𮀈	ikomr
2E009	𮀉	ykomd
2E00A	𮀊	oknwa
2E00B	𮀋	mrk
2E00C	𮀌	mrno
2E00D	𮀍	mrmg
2E00E	𮀎	cshr
2E00F	𮀏	mrsr
2E010	𮀐	mrhhl
2E011	𮀑	mrt
2E012	𮀒	qmmr
2E013	𮀓	mrjmn
2E014	𮀔	mrmmf
2E015	𮀕	mrir
2E016	𮀖	mrhon
2E017	𮀗	mrjym
2E018	𮀘	ukmr
2E019	𮀙	mrhkr
2E01A	𮀚	mrjru
2E01B	𮀛	mrrd
2E01C	𮀜	yemr
2E01D	𮀝	mrhxh
2E01E	𮀞	mrhds
2E01F	𮀟	mroos
2E020	𮀠	mromc
2E021	𮀡	mrsmf
2E022	𮀢	mrqsr
2E023	𮀣	mryfk
2E024	𮀤	mrtbs
2E025	𮀥	mrtob
2E026	𮀦	lymr
2E027	𮀧	mrcso
2E028	𮀨	mrytv
2E029	𮀩	mrjrr
2E02A	𮀪	mrwjo
2E02B	𮀫	mrnlr
2E02C	𮀬	mrmfm
2E02D	𮀭	mrrrr
2E02E	𮀮	mrord
2E02F	𮀯	hkmr
2E030	𮀰	mlmr
2E031	𮀱	hgmr
2E032	𮀲	mrpmm
2E033	𮀳	mrjsg
2E034	𮀴	mrnkq
2E035	𮀵	mrikd
2E036	𮀶	mrmjq
2E036	𮀶	mrmtq
2E037	𮀷	mruhj
2E038	𮀸	mrypk
2E039	𮀹	mrhuk
2E03A	𮀺	mroge
2E03B	𮀻	mrstr
2E03C	𮀼	mrydl
